"","id","table","sb","sb_stack","bb","bb_stack","utg","utg_stack","p4","p4_stack","p5","p5_stack","d","d_stack"
"1",3017263190,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",1944.5,"Ga4nLjbXWOp+RvIPu1VksQ",603,"4QICpZ6v7I+i8nJKeSSE8Q",4066.5,"c2tiA/SMUK+T0PsP2rCOGA",2024.75,"X+u4T/E5ANkyZLKm1YjqwQ",3579.74,"MiMarMfTeMU39pt2obBh3A",4179.75
"2",3017265406,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",593,"4QICpZ6v7I+i8nJKeSSE8Q",4066.5,"c2tiA/SMUK+T0PsP2rCOGA",2024.75,"X+u4T/E5ANkyZLKm1YjqwQ",3579.74,"MiMarMfTeMU39pt2obBh3A",4216.25,"yOOMTqsR9EFECI4lSNpp1A",2000
"3",3017270592,"NAURU HWY","4QICpZ6v7I+i8nJKeSSE8Q",4668,"c2tiA/SMUK+T0PsP2rCOGA",1434.75,"X+u4T/E5ANkyZLKm1YjqwQ",3579.74,"MiMarMfTeMU39pt2obBh3A",4206.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588
"4",3017272212,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",1424.75,"X+u4T/E5ANkyZLKm1YjqwQ",3579.74,"MiMarMfTeMU39pt2obBh3A",4224.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4658
"5",3017277764,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3439.74,"MiMarMfTeMU39pt2obBh3A",4224.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4658,"c2tiA/SMUK+T0PsP2rCOGA",2481.25
"6",3017282590,"NAURU HWY","MiMarMfTeMU39pt2obBh3A",4014.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4658,"c2tiA/SMUK+T0PsP2rCOGA",2692.75,"X+u4T/E5ANkyZLKm1YjqwQ",3434.74
"7",3017284498,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",1990,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4658,"c2tiA/SMUK+T0PsP2rCOGA",2692.75,"X+u4T/E5ANkyZLKm1YjqwQ",3449.74,"MiMarMfTeMU39pt2obBh3A",4009.25
"8",3017285362,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",593,"4QICpZ6v7I+i8nJKeSSE8Q",4658,"c2tiA/SMUK+T0PsP2rCOGA",2692.75,"X+u4T/E5ANkyZLKm1YjqwQ",3449.74,"MiMarMfTeMU39pt2obBh3A",4009.25,"yOOMTqsR9EFECI4lSNpp1A",1985
"9",3017286196,"NAURU HWY","4QICpZ6v7I+i8nJKeSSE8Q",4648,"c2tiA/SMUK+T0PsP2rCOGA",2692.75,"X+u4T/E5ANkyZLKm1YjqwQ",3449.74,"MiMarMfTeMU39pt2obBh3A",4024.25,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",588
"10",3017287242,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",2697.75,"X+u4T/E5ANkyZLKm1YjqwQ",3449.74,"MiMarMfTeMU39pt2obBh3A",4024.25,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4643
"11",3017289492,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3404.74,"MiMarMfTeMU39pt2obBh3A",4164.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4598,"c2tiA/SMUK+T0PsP2rCOGA",2692.75
"12",3017291812,"NAURU HWY","MiMarMfTeMU39pt2obBh3A",4129.25,"yOOMTqsR9EFECI4lSNpp1A",2000,"Ga4nLjbXWOp+RvIPu1VksQ",588,"4QICpZ6v7I+i8nJKeSSE8Q",4563,"c2tiA/SMUK+T0PsP2rCOGA",2764.25,"X+u4T/E5ANkyZLKm1YjqwQ",3399.74
"13",3017295522,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",1990,"Ga4nLjbXWOp+RvIPu1VksQ",999.5,"4QICpZ6v7I+i8nJKeSSE8Q",4528,"c2tiA/SMUK+T0PsP2rCOGA",2579.25,"X+u4T/E5ANkyZLKm1YjqwQ",3399.74,"MiMarMfTeMU39pt2obBh3A",3944.25
"14",3017297130,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",989.5,"4QICpZ6v7I+i8nJKeSSE8Q",4528,"c2tiA/SMUK+T0PsP2rCOGA",2579.25,"X+u4T/E5ANkyZLKm1YjqwQ",3364.74,"MiMarMfTeMU39pt2obBh3A",3990.75,"yOOMTqsR9EFECI4lSNpp1A",1985
"15",3017297732,"NAURU HWY","4QICpZ6v7I+i8nJKeSSE8Q",4533,"c2tiA/SMUK+T0PsP2rCOGA",2579.25,"X+u4T/E5ANkyZLKm1YjqwQ",3364.74,"MiMarMfTeMU39pt2obBh3A",3990.75,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",984.5
"16",3017298568,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",2569.25,"X+u4T/E5ANkyZLKm1YjqwQ",3364.74,"MiMarMfTeMU39pt2obBh3A",4005.75,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",984.5,"4QICpZ6v7I+i8nJKeSSE8Q",4528
"17",3017298546,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4319.5,"Gmzktdi7SyRTsixKUD1NIw",2000,"3wT3m+GDGtVWU1KR2MWJ1Q",1893,"7uKPjPg5l/gwaCxpksjtGQ",4459.65,"wyXD1O26Buq3VWHAij37Jg",2518.15,"X+u4T/E5ANkyZLKm1YjqwQ",2273.25
"18",3017300246,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3354.74,"MiMarMfTeMU39pt2obBh3A",4005.75,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",1012,"4QICpZ6v7I+i8nJKeSSE8Q",4518,"c2tiA/SMUK+T0PsP2rCOGA",2559.25
"19",3017300512,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",1990,"3wT3m+GDGtVWU1KR2MWJ1Q",1893,"7uKPjPg5l/gwaCxpksjtGQ",4459.65,"wyXD1O26Buq3VWHAij37Jg",2518.15,"X+u4T/E5ANkyZLKm1YjqwQ",2273.25,"yOOMTqsR9EFECI4lSNpp1A",4329.5
"20",3017300702,"NAURU HWY","MiMarMfTeMU39pt2obBh3A",4010.75,"yOOMTqsR9EFECI4lSNpp1A",1985,"Ga4nLjbXWOp+RvIPu1VksQ",1012,"4QICpZ6v7I+i8nJKeSSE8Q",4518,"c2tiA/SMUK+T0PsP2rCOGA",2559.25,"X+u4T/E5ANkyZLKm1YjqwQ",3349.74
"21",3017302744,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",1975,"Ga4nLjbXWOp+RvIPu1VksQ",1012,"4QICpZ6v7I+i8nJKeSSE8Q",4518,"c2tiA/SMUK+T0PsP2rCOGA",2559.25,"X+u4T/E5ANkyZLKm1YjqwQ",3391.24,"MiMarMfTeMU39pt2obBh3A",3975.75
"22",3017305096,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",1002,"4QICpZ6v7I+i8nJKeSSE8Q",4518,"c2tiA/SMUK+T0PsP2rCOGA",2549.25,"X+u4T/E5ANkyZLKm1YjqwQ",3346.24,"MiMarMfTeMU39pt2obBh3A",4042.25,"yOOMTqsR9EFECI4lSNpp1A",1970
"23",3017306256,"NAURU HWY","4QICpZ6v7I+i8nJKeSSE8Q",4508,"c2tiA/SMUK+T0PsP2rCOGA",2549.25,"X+u4T/E5ANkyZLKm1YjqwQ",3346.24,"MiMarMfTeMU39pt2obBh3A",4057.25,"yOOMTqsR9EFECI4lSNpp1A",1970,"Ga4nLjbXWOp+RvIPu1VksQ",997
"24",3017307858,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",2562.5,"X+u4T/E5ANkyZLKm1YjqwQ",3346.24,"MiMarMfTeMU39pt2obBh3A",4047.25,"yOOMTqsR9EFECI4lSNpp1A",1970,"Ga4nLjbXWOp+RvIPu1VksQ",997,"4QICpZ6v7I+i8nJKeSSE8Q",4503
"25",3017308292,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3336.24,"MiMarMfTeMU39pt2obBh3A",4062.25,"yOOMTqsR9EFECI4lSNpp1A",1970,"Ga4nLjbXWOp+RvIPu1VksQ",997,"4QICpZ6v7I+i8nJKeSSE8Q",4503,"c2tiA/SMUK+T0PsP2rCOGA",2557.5
"26",3017309620,"NAURU HWY","MiMarMfTeMU39pt2obBh3A",4112.25,"yOOMTqsR9EFECI4lSNpp1A",1970,"Ga4nLjbXWOp+RvIPu1VksQ",997,"4QICpZ6v7I+i8nJKeSSE8Q",4503,"c2tiA/SMUK+T0PsP2rCOGA",2547.5,"X+u4T/E5ANkyZLKm1YjqwQ",3296.24
"27",3017311634,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",1960,"Ga4nLjbXWOp+RvIPu1VksQ",997,"4QICpZ6v7I+i8nJKeSSE8Q",4468,"c2tiA/SMUK+T0PsP2rCOGA",2547.5,"X+u4T/E5ANkyZLKm1YjqwQ",3342.74,"MiMarMfTeMU39pt2obBh3A",4107.25
"28",3017314366,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2211.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"7uKPjPg5l/gwaCxpksjtGQ",4474.65,"wyXD1O26Buq3VWHAij37Jg",2283.15,"X+u4T/E5ANkyZLKm1YjqwQ",2280.5,"yOOMTqsR9EFECI4lSNpp1A",4314.5
"29",3017315444,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1005,"7uKPjPg5l/gwaCxpksjtGQ",4474.65,"wyXD1O26Buq3VWHAij37Jg",2283.15,"X+u4T/E5ANkyZLKm1YjqwQ",2280.5,"yOOMTqsR9EFECI4lSNpp1A",4314.5,"Gmzktdi7SyRTsixKUD1NIw",2206.5
"30",3017316012,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",987,"4QICpZ6v7I+i8nJKeSSE8Q",4468,"c2tiA/SMUK+T0PsP2rCOGA",2989,"X+u4T/E5ANkyZLKm1YjqwQ",3342.74,"MiMarMfTeMU39pt2obBh3A",3677.25,"yOOMTqsR9EFECI4lSNpp1A",1955
"31",3017316716,"LINCOLN ST","7uKPjPg5l/gwaCxpksjtGQ",4464.65,"wyXD1O26Buq3VWHAij37Jg",2283.15,"X+u4T/E5ANkyZLKm1YjqwQ",2280.5,"yOOMTqsR9EFECI4lSNpp1A",4329.5,"Gmzktdi7SyRTsixKUD1NIw",2206.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000
"32",3017317972,"NAURU HWY","4QICpZ6v7I+i8nJKeSSE8Q",4458,"c2tiA/SMUK+T0PsP2rCOGA",2944,"X+u4T/E5ANkyZLKm1YjqwQ",3342.74,"MiMarMfTeMU39pt2obBh3A",3677.25,"yOOMTqsR9EFECI4lSNpp1A",2011.5,"Ga4nLjbXWOp+RvIPu1VksQ",982
"33",3017319680,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",2962,"X+u4T/E5ANkyZLKm1YjqwQ",3342.74,"MiMarMfTeMU39pt2obBh3A",3667.25,"yOOMTqsR9EFECI4lSNpp1A",2011.5,"Ga4nLjbXWOp+RvIPu1VksQ",982,"4QICpZ6v7I+i8nJKeSSE8Q",4448
"34",3017320184,"LINCOLN ST","wyXD1O26Buq3VWHAij37Jg",2188.15,"X+u4T/E5ANkyZLKm1YjqwQ",2377,"yOOMTqsR9EFECI4lSNpp1A",4329.5,"Gmzktdi7SyRTsixKUD1NIw",2206.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"7uKPjPg5l/gwaCxpksjtGQ",4459.65
"35",3017321196,"LINCOLN ST","X+u4T/E5ANkyZLKm1YjqwQ",2367,"yOOMTqsR9EFECI4lSNpp1A",4329.5,"Gmzktdi7SyRTsixKUD1NIw",2206.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"7uKPjPg5l/gwaCxpksjtGQ",4474.65,"wyXD1O26Buq3VWHAij37Jg",2183.15
"36",3017321364,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3332.74,"MiMarMfTeMU39pt2obBh3A",3632.25,"yOOMTqsR9EFECI4lSNpp1A",2011.5,"Ga4nLjbXWOp+RvIPu1VksQ",982,"4QICpZ6v7I+i8nJKeSSE8Q",4494.5,"c2tiA/SMUK+T0PsP2rCOGA",2957
"37",3017323350,"NAURU HWY","MiMarMfTeMU39pt2obBh3A",3597.25,"yOOMTqsR9EFECI4lSNpp1A",2011.5,"Ga4nLjbXWOp+RvIPu1VksQ",982,"4QICpZ6v7I+i8nJKeSSE8Q",4566,"c2tiA/SMUK+T0PsP2rCOGA",2922,"X+u4T/E5ANkyZLKm1YjqwQ",3327.74
"38",3017324180,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4319.5,"Gmzktdi7SyRTsixKUD1NIw",2171.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"7uKPjPg5l/gwaCxpksjtGQ",4524.65,"wyXD1O26Buq3VWHAij37Jg",2183.15,"X+u4T/E5ANkyZLKm1YjqwQ",2362
"39",3017325186,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",2001.5,"Ga4nLjbXWOp+RvIPu1VksQ",982,"4QICpZ6v7I+i8nJKeSSE8Q",4612.5,"c2tiA/SMUK+T0PsP2rCOGA",2887,"X+u4T/E5ANkyZLKm1YjqwQ",3327.74,"MiMarMfTeMU39pt2obBh3A",3592.25
"40",3017325106,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2161.5,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"7uKPjPg5l/gwaCxpksjtGQ",4524.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2362,"yOOMTqsR9EFECI4lSNpp1A",4314.5
"41",3017326768,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1005,"7uKPjPg5l/gwaCxpksjtGQ",4524.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2362,"yOOMTqsR9EFECI4lSNpp1A",4314.5,"Gmzktdi7SyRTsixKUD1NIw",2156.5
"42",3017327326,"NAURU HWY","Ga4nLjbXWOp+RvIPu1VksQ",972,"Gmzktdi7SyRTsixKUD1NIw",2000,"c2tiA/SMUK+T0PsP2rCOGA",2887,"X+u4T/E5ANkyZLKm1YjqwQ",3327.74,"MiMarMfTeMU39pt2obBh3A",3610.25,"yOOMTqsR9EFECI4lSNpp1A",1991.5
"43",3017328848,"LINCOLN ST","7uKPjPg5l/gwaCxpksjtGQ",4554.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2362,"yOOMTqsR9EFECI4lSNpp1A",4314.5,"Gmzktdi7SyRTsixKUD1NIw",2156.5,"QE2Vn7Qn2j+IUR+rOKncTA",975
"44",3017330348,"NAURU HWY","Gmzktdi7SyRTsixKUD1NIw",1990,"c2tiA/SMUK+T0PsP2rCOGA",2900.25,"X+u4T/E5ANkyZLKm1YjqwQ",3327.74,"MiMarMfTeMU39pt2obBh3A",3610.25,"yOOMTqsR9EFECI4lSNpp1A",1991.5,"Ga4nLjbXWOp+RvIPu1VksQ",967
"45",3017331526,"LINCOLN ST","wyXD1O26Buq3VWHAij37Jg",2188.15,"X+u4T/E5ANkyZLKm1YjqwQ",2362,"yOOMTqsR9EFECI4lSNpp1A",4314.5,"Gmzktdi7SyRTsixKUD1NIw",2126.5,"QE2Vn7Qn2j+IUR+rOKncTA",1016.5,"7uKPjPg5l/gwaCxpksjtGQ",4549.65
"46",3017333350,"LINCOLN ST","X+u4T/E5ANkyZLKm1YjqwQ",2352,"yOOMTqsR9EFECI4lSNpp1A",4314.5,"Gmzktdi7SyRTsixKUD1NIw",2126.5,"QE2Vn7Qn2j+IUR+rOKncTA",1016.5,"7uKPjPg5l/gwaCxpksjtGQ",4549.65,"wyXD1O26Buq3VWHAij37Jg",2198.15
"47",3017334248,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4304.5,"Gmzktdi7SyRTsixKUD1NIw",2141.5,"QE2Vn7Qn2j+IUR+rOKncTA",1016.5,"7uKPjPg5l/gwaCxpksjtGQ",4549.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2347
"48",3017335514,"NAURU HWY","X+u4T/E5ANkyZLKm1YjqwQ",3390.74,"QE2Vn7Qn2j+IUR+rOKncTA",1000,"yOOMTqsR9EFECI4lSNpp1A",1991.5,"Ga4nLjbXWOp+RvIPu1VksQ",967,"Gmzktdi7SyRTsixKUD1NIw",2000,"c2tiA/SMUK+T0PsP2rCOGA",2835.25
"49",3017338326,"NAURU HWY","QE2Vn7Qn2j+IUR+rOKncTA",1071.5,"yOOMTqsR9EFECI4lSNpp1A",1991.5,"Ga4nLjbXWOp+RvIPu1VksQ",967,"Gmzktdi7SyRTsixKUD1NIw",2000,"c2tiA/SMUK+T0PsP2rCOGA",2835.25,"X+u4T/E5ANkyZLKm1YjqwQ",3315.74
"50",3017338094,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2218,"QE2Vn7Qn2j+IUR+rOKncTA",1016.5,"7uKPjPg5l/gwaCxpksjtGQ",4549.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2272,"yOOMTqsR9EFECI4lSNpp1A",4299.5
"51",3017339476,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1006.5,"7uKPjPg5l/gwaCxpksjtGQ",4549.65,"wyXD1O26Buq3VWHAij37Jg",2198.15,"X+u4T/E5ANkyZLKm1YjqwQ",2287,"yOOMTqsR9EFECI4lSNpp1A",4299.5,"Gmzktdi7SyRTsixKUD1NIw",2213
"52",3017340294,"LINCOLN ST","7uKPjPg5l/gwaCxpksjtGQ",4539.65,"wyXD1O26Buq3VWHAij37Jg",2213.15,"X+u4T/E5ANkyZLKm1YjqwQ",2287,"yOOMTqsR9EFECI4lSNpp1A",4299.5,"Gmzktdi7SyRTsixKUD1NIw",2213,"QE2Vn7Qn2j+IUR+rOKncTA",1001.5
"53",3017344906,"LINCOLN ST","wyXD1O26Buq3VWHAij37Jg",1578.15,"X+u4T/E5ANkyZLKm1YjqwQ",2287,"yOOMTqsR9EFECI4lSNpp1A",4299.5,"Gmzktdi7SyRTsixKUD1NIw",2213,"QE2Vn7Qn2j+IUR+rOKncTA",1658,"7uKPjPg5l/gwaCxpksjtGQ",4514.65
"54",3017348922,"LINCOLN ST","X+u4T/E5ANkyZLKm1YjqwQ",1973,"yOOMTqsR9EFECI4lSNpp1A",4299.5,"Gmzktdi7SyRTsixKUD1NIw",2213,"QE2Vn7Qn2j+IUR+rOKncTA",1973.5,"7uKPjPg5l/gwaCxpksjtGQ",4514.65,"wyXD1O26Buq3VWHAij37Jg",2000
"55",3017350272,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4289.5,"Gmzktdi7SyRTsixKUD1NIw",2213,"QE2Vn7Qn2j+IUR+rOKncTA",1973.5,"7uKPjPg5l/gwaCxpksjtGQ",4514.65,"wyXD1O26Buq3VWHAij37Jg",2000,"X+u4T/E5ANkyZLKm1YjqwQ",1983
"56",3017352780,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2203,"QE2Vn7Qn2j+IUR+rOKncTA",1938.5,"7uKPjPg5l/gwaCxpksjtGQ",4359.65,"wyXD1O26Buq3VWHAij37Jg",2000,"X+u4T/E5ANkyZLKm1YjqwQ",2184.5,"yOOMTqsR9EFECI4lSNpp1A",4284.5
"57",3017354502,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1928.5,"7uKPjPg5l/gwaCxpksjtGQ",4249.65,"wyXD1O26Buq3VWHAij37Jg",2000,"X+u4T/E5ANkyZLKm1YjqwQ",2306,"yOOMTqsR9EFECI4lSNpp1A",4284.5,"Gmzktdi7SyRTsixKUD1NIw",2198
"58",3017355292,"LINCOLN ST","7uKPjPg5l/gwaCxpksjtGQ",4254.65,"wyXD1O26Buq3VWHAij37Jg",2000,"X+u4T/E5ANkyZLKm1YjqwQ",2306,"yOOMTqsR9EFECI4lSNpp1A",4284.5,"Gmzktdi7SyRTsixKUD1NIw",2198,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5
"59",3017357654,"LINCOLN ST","wyXD1O26Buq3VWHAij37Jg",2000,"X+u4T/E5ANkyZLKm1YjqwQ",2347.5,"yOOMTqsR9EFECI4lSNpp1A",4284.5,"Gmzktdi7SyRTsixKUD1NIw",2198,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4219.65
"60",3017359662,"LINCOLN ST","X+u4T/E5ANkyZLKm1YjqwQ",2337.5,"yOOMTqsR9EFECI4lSNpp1A",4284.5,"Gmzktdi7SyRTsixKUD1NIw",2198,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4219.65,"wyXD1O26Buq3VWHAij37Jg",2010
"61",3017361086,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4274.5,"Gmzktdi7SyRTsixKUD1NIw",2213,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4219.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2332.5
"62",3017362556,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2203,"QE2Vn7Qn2j+IUR+rOKncTA",1938.5,"7uKPjPg5l/gwaCxpksjtGQ",4219.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2332.5,"yOOMTqsR9EFECI4lSNpp1A",4269.5
"63",3017364840,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",2386.25,"XrM1XlN29RxmLx3oZHhG0w",1000,"Gmzktdi7SyRTsixKUD1NIw",2379.5,"c2tiA/SMUK+T0PsP2rCOGA",2523.5,"X+u4T/E5ANkyZLKm1YjqwQ",3360.74,"QE2Vn7Qn2j+IUR+rOKncTA",991.5
"64",3017365990,"NAURU HWY","XrM1XlN29RxmLx3oZHhG0w",990,"Gmzktdi7SyRTsixKUD1NIw",2394.5,"c2tiA/SMUK+T0PsP2rCOGA",2523.5,"X+u4T/E5ANkyZLKm1YjqwQ",3360.74,"QE2Vn7Qn2j+IUR+rOKncTA",991.5,"yOOMTqsR9EFECI4lSNpp1A",2381.25
"65",3017368106,"NAURU HWY","Gmzktdi7SyRTsixKUD1NIw",2407.75,"c2tiA/SMUK+T0PsP2rCOGA",2513.5,"X+u4T/E5ANkyZLKm1YjqwQ",3360.74,"QE2Vn7Qn2j+IUR+rOKncTA",991.5,"yOOMTqsR9EFECI4lSNpp1A",2381.25,"XrM1XlN29RxmLx3oZHhG0w",985
"66",3017366872,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1928.5,"7uKPjPg5l/gwaCxpksjtGQ",4219.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2474,"yOOMTqsR9EFECI4lSNpp1A",4139.5,"Gmzktdi7SyRTsixKUD1NIw",2198
"67",3017379760,"LINCOLN ST","X+u4T/E5ANkyZLKm1YjqwQ",2510.5,"yOOMTqsR9EFECI4lSNpp1A",4139.5,"Gmzktdi7SyRTsixKUD1NIw",2183,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4199.65,"wyXD1O26Buq3VWHAij37Jg",2010
"68",3017380584,"LINCOLN ST","yOOMTqsR9EFECI4lSNpp1A",4144.5,"Gmzktdi7SyRTsixKUD1NIw",2183,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4199.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2505.5
"69",3017381378,"LINCOLN ST","Gmzktdi7SyRTsixKUD1NIw",2188,"QE2Vn7Qn2j+IUR+rOKncTA",1923.5,"7uKPjPg5l/gwaCxpksjtGQ",4199.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2505.5,"yOOMTqsR9EFECI4lSNpp1A",4139.5
"70",3017384408,"NAURU HWY","yOOMTqsR9EFECI4lSNpp1A",2371.25,"XrM1XlN29RxmLx3oZHhG0w",1056.5,"Gmzktdi7SyRTsixKUD1NIw",2277.75,"c2tiA/SMUK+T0PsP2rCOGA",2485,"X+u4T/E5ANkyZLKm1YjqwQ",3488.74,"QE2Vn7Qn2j+IUR+rOKncTA",946.5
"71",3017387174,"NAURU HWY","XrM1XlN29RxmLx3oZHhG0w",1046.5,"Gmzktdi7SyRTsixKUD1NIw",2277.75,"c2tiA/SMUK+T0PsP2rCOGA",2611.5,"X+u4T/E5ANkyZLKm1YjqwQ",3488.74,"QE2Vn7Qn2j+IUR+rOKncTA",831.5,"yOOMTqsR9EFECI4lSNpp1A",2366.25
"72",3017385408,"LINCOLN ST","QE2Vn7Qn2j+IUR+rOKncTA",1913.5,"7uKPjPg5l/gwaCxpksjtGQ",4199.65,"wyXD1O26Buq3VWHAij37Jg",2010,"X+u4T/E5ANkyZLKm1YjqwQ",2475.5,"yOOMTqsR9EFECI4lSNpp1A",4456,"Gmzktdi7SyRTsixKUD1NIw",2000
"73",3017388246,"NAURU HWY","Gmzktdi7SyRTsixKUD1NIw",2267.75,"c2tiA/SMUK+T0PsP2rCOGA",2601.5,"X+u4T/E5ANkyZLKm1YjqwQ",3513.74,"QE2Vn7Qn2j+IUR+rOKncTA",831.5,"yOOMTqsR9EFECI4lSNpp1A",2366.25,"XrM1XlN29RxmLx3oZHhG0w",1041.5
"74",3017387942,"LINCOLN ST","7uKPjPg5l/gwaCxpksjtGQ",4189.65,"wyXD1O26Buq3VWHAij37Jg",2051.5,"X+u4T/E5ANkyZLKm1YjqwQ",2475.5,"yOOMTqsR9EFECI4lSNpp1A",4456,"Gmzktdi7SyRTsixKUD1NIw",1970,"QE2Vn7Qn2j+IUR+rOKncTA",1908.5
"75",3017389778,"NAURU HWY","c2tiA/SMUK+T0PsP2rCOGA",2606.5,"X+u4T/E5ANkyZLKm1YjqwQ",3513.74,"QE2Vn7Qn2j+IUR+rOKncTA",1001.5,"yOOMTqsR9EFECI4lSNpp1A",2366.25,"XrM1XlN29RxmLx3oZHhG0w",1041.5,"Gmzktdi7SyRTsixKUD1NIw",2262.75
